publishedAtDate,title,stars
2025-02-22 16:43:02.297,Summit School,5
2025-02-22 16:42:43.029,Summit School,5
2025-02-13 03:21:43.087,Summit School,5
2024-07-04 06:17:41.402,Summit School,5
2024-04-22 03:49:48.789,Summit School,4
2024-04-01 06:12:31.919,Summit School,1
2024-02-22 07:23:51.667,Summit School,5
2024-02-11 17:23:41.506,Summit School,5
2023-08-27 21:42:15.613,ONCE MEXICO COLLEGE,5
2023-02-03 04:19:21.295,ONCE MEXICO COLLEGE,3
2022-10-30 14:24:10.431,ONCE MEXICO COLLEGE,5
2022-09-18 14:39:44.918,ONCE MEXICO COLLEGE,1
2022-07-15 23:04:08.115,ONCE MEXICO COLLEGE,1
2022-06-24 00:06:29.736,ONCE MEXICO COLLEGE,5
2022-05-26 18:50:30.152,ONCE MEXICO COLLEGE,5
2022-03-23 16:19:26.319,ONCE MEXICO COLLEGE,5
2021-12-03 22:38:09.663,ONCE MEXICO COLLEGE,5
2021-07-07 23:06:22.060,ONCE MEXICO COLLEGE,4
2020-11-06 16:08:59.368,ONCE MEXICO COLLEGE,5
2019-12-08 22:31:03.775,ONCE MEXICO COLLEGE,5
2018-08-17 06:22:04.419,ONCE MEXICO COLLEGE,5
2018-06-30 15:45:55.326,ONCE MEXICO COLLEGE,1
2018-06-04 23:10:59.122,ONCE MEXICO COLLEGE,1
2018-05-31 22:02:47.455,ONCE MEXICO COLLEGE,1
2018-05-21 21:00:11.209,ONCE MEXICO COLLEGE,1
2017-11-23 04:06:56.597,ONCE MEXICO COLLEGE,5
2017-11-06 21:05:06.623,ONCE MEXICO COLLEGE,5
2017-10-07 21:51:13.846,ONCE MEXICO COLLEGE,5
2017-03-23 18:32:04.653,ONCE MEXICO COLLEGE,1
2017-02-08 19:26:08.293,ONCE MEXICO COLLEGE,5
2016-10-17 23:37:39.363,ONCE MEXICO COLLEGE,4
2016-08-31 21:58:02.498,ONCE MEXICO COLLEGE,5
2016-06-14 01:12:13.330,ONCE MEXICO COLLEGE,5
2015-03-13 08:42:49.351,ONCE MEXICO COLLEGE,4
2019-06-09 23:21:27.096,"The American School Foundation of Guadalajara, A.C.",5
2019-06-07 17:32:57.702,"The American School Foundation of Guadalajara, A.C.",5
2019-03-14 05:40:17.765,"The American School Foundation of Guadalajara, A.C.",5
2019-03-06 04:22:05.889,"The American School Foundation of Guadalajara, A.C.",5
2019-03-04 15:05:24.640,"The American School Foundation of Guadalajara, A.C.",1
2019-02-07 04:12:20.195,"The American School Foundation of Guadalajara, A.C.",5
2018-12-17 19:32:06.278,"The American School Foundation of Guadalajara, A.C.",5
2018-06-04 17:58:42.165,"The American School Foundation of Guadalajara, A.C.",5
2018-04-20 12:11:51.309,"The American School Foundation of Guadalajara, A.C.",5
2018-03-11 15:05:04.716,"The American School Foundation of Guadalajara, A.C.",5
2018-03-03 19:27:42.350,"The American School Foundation of Guadalajara, A.C.",5
2018-02-19 16:45:21.891,"The American School Foundation of Guadalajara, A.C.",1
2018-02-17 02:36:31.739,"The American School Foundation of Guadalajara, A.C.",5
2018-01-19 22:09:13.393,"The American School Foundation of Guadalajara, A.C.",5
2018-01-10 02:06:42.070,"The American School Foundation of Guadalajara, A.C.",5
2018-01-05 16:08:07.742,"The American School Foundation of Guadalajara, A.C.",1
2017-12-19 20:52:44.216,"The American School Foundation of Guadalajara, A.C.",4
2017-11-14 19:49:59.163,"The American School Foundation of Guadalajara, A.C.",4
2017-10-08 02:42:06.244,"The American School Foundation of Guadalajara, A.C.",5
2017-06-17 01:56:50.467,"The American School Foundation of Guadalajara, A.C.",5
2024-02-10 05:30:26.189,Summit School,5
2023-12-30 02:02:47.733,Summit School,1
2023-12-03 17:59:19.649,Summit School,5
2023-11-25 13:07:50.257,Summit School,4
2023-10-08 00:28:49.358,Summit School,5
2023-10-04 03:19:34.675,Summit School,1
2023-09-10 17:53:18.198,Summit School,5
2023-06-20 03:09:40.227,Summit School,5
2023-03-29 19:29:56.402,Summit School,5
2023-03-29 14:32:11.324,Summit School,5
2023-02-23 20:24:35.370,Summit School,1
2023-01-18 23:44:50.667,Summit School,5
2022-10-29 03:03:53.850,Summit School,5
2022-04-26 00:31:55.871,Summit School,5
2021-11-08 19:20:20.868,Summit School,5
2021-08-30 16:20:49.569,Summit School,5
2021-08-16 19:16:02.335,Summit School,5
2021-08-03 18:47:26.849,Summit School,1
2021-06-24 01:20:02.501,Summit School,5
2021-06-24 01:18:11.185,Summit School,5
2017-04-25 02:15:08.605,"The American School Foundation of Guadalajara, A.C.",5
2017-02-17 16:22:44.596,"The American School Foundation of Guadalajara, A.C.",2
2017-02-02 18:20:59.267,"The American School Foundation of Guadalajara, A.C.",3
2016-12-06 03:38:25.094,"The American School Foundation of Guadalajara, A.C.",5
2016-09-21 04:44:57.861,"The American School Foundation of Guadalajara, A.C.",4
2016-08-04 16:36:43.682,"The American School Foundation of Guadalajara, A.C.",1
2016-07-14 18:02:06.676,"The American School Foundation of Guadalajara, A.C.",5
2016-06-16 01:54:56.914,"The American School Foundation of Guadalajara, A.C.",1
2016-06-04 05:39:27.562,"The American School Foundation of Guadalajara, A.C.",1
2016-05-11 21:13:45.239,"The American School Foundation of Guadalajara, A.C.",5
2016-04-19 13:56:54.662,"The American School Foundation of Guadalajara, A.C.",4
2016-04-11 16:39:48.755,"The American School Foundation of Guadalajara, A.C.",4
2016-04-04 19:11:34.034,"The American School Foundation of Guadalajara, A.C.",5
2016-03-07 04:31:02.187,"The American School Foundation of Guadalajara, A.C.",5
2016-02-04 02:54:13.130,"The American School Foundation of Guadalajara, A.C.",5
2016-02-03 17:40:32.616,"The American School Foundation of Guadalajara, A.C.",5
2015-12-19 06:15:08.400,"The American School Foundation of Guadalajara, A.C.",4
2015-12-17 23:00:48.568,"The American School Foundation of Guadalajara, A.C.",5
2015-10-16 21:28:27.782,"The American School Foundation of Guadalajara, A.C.",1
2015-09-28 03:44:51.756,"The American School Foundation of Guadalajara, A.C.",4
2021-06-23 23:04:38.828,Summit School,5
2021-06-23 19:47:30.650,Summit School,5
2021-06-23 18:34:49.288,Summit School,5
2021-06-23 15:00:53.185,Summit School,1
2021-06-23 13:10:21.862,Summit School,1
2021-06-23 03:26:21.817,Summit School,1
2021-06-23 02:03:40.908,Summit School,1
2021-06-22 23:01:18.396,Summit School,1
2021-06-22 20:45:43.242,Summit School,1
2021-06-22 20:37:50.888,Summit School,1
2021-06-22 20:01:31.792,Summit School,1
2021-06-22 19:19:07.058,Summit School,1
2020-11-25 01:59:59.609,Summit School,5
2020-11-12 14:48:49.226,Summit School,5
2020-07-30 07:19:37.047,Summit School,5
2019-12-06 17:05:22.389,Summit School,5
2019-09-18 15:30:38.874,Summit School,5
2018-09-26 04:58:50.758,Summit School,5
2017-12-10 05:03:35.005,Summit School,5
2017-10-02 12:18:11.821,Summit School,4
2015-04-18 16:58:15.031,"The American School Foundation of Guadalajara, A.C.",5
2014-09-09 01:08:37.900,"The American School Foundation of Guadalajara, A.C.",5
2013-07-04 12:59:12.145,"The American School Foundation of Guadalajara, A.C.",5
2025-02-15 00:33:44.138,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2025-02-09 18:21:17.969,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2025-01-15 14:31:20.953,Instituto Thomas Jefferson - Campus Valle Real • ITJ,1
2024-09-17 21:56:14.200,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2024-08-23 17:38:49.474,Instituto Thomas Jefferson - Campus Valle Real • ITJ,1
2024-07-10 14:29:12.624,Instituto Thomas Jefferson - Campus Valle Real • ITJ,4
2024-03-14 20:12:44.444,Instituto Thomas Jefferson - Campus Valle Real • ITJ,1
2024-03-12 20:56:48.776,Instituto Thomas Jefferson - Campus Valle Real • ITJ,1
2024-03-11 21:51:39.607,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2024-02-29 15:13:41.873,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2024-02-01 01:25:37.965,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2023-12-27 20:08:21.948,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2023-10-22 19:32:56.366,Instituto Thomas Jefferson - Campus Valle Real • ITJ,1
2023-09-01 03:47:15.396,Instituto Thomas Jefferson - Campus Valle Real • ITJ,4
2023-08-28 15:56:40.669,Instituto Thomas Jefferson - Campus Valle Real • ITJ,1
2023-08-12 17:40:23.145,Instituto Thomas Jefferson - Campus Valle Real • ITJ,2
2023-06-28 16:14:32.922,Instituto Thomas Jefferson - Campus Valle Real • ITJ,1
2023-03-25 02:14:31.597,Instituto Thomas Jefferson - Campus Valle Real • ITJ,4
2023-02-25 16:57:11.177,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2023-01-30 19:18:38.894,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2017-07-04 12:55:20.941,Summit School,5
2017-03-22 17:49:52.850,Summit School,5
2017-01-17 17:46:11.703,Summit School,5
2016-10-01 19:37:09.404,Summit School,4
2016-07-19 16:37:36.918,Summit School,5
2016-04-20 00:38:33.295,Summit School,5
2016-01-22 13:41:04.333,Summit School,4
2015-09-17 01:20:27.049,Summit School,5
2015-06-14 08:06:30.105,Summit School,5
2014-10-25 20:05:58.693,Summit School,5
2022-10-28 18:44:44.589,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2022-10-07 19:16:28.852,Instituto Thomas Jefferson - Campus Valle Real • ITJ,4
2022-10-07 00:43:00.047,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2022-06-25 04:07:36.166,Instituto Thomas Jefferson - Campus Valle Real • ITJ,1
2022-05-04 00:42:25.313,Instituto Thomas Jefferson - Campus Valle Real • ITJ,1
2021-05-27 18:02:12.909,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2021-04-29 23:44:41.440,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2021-04-11 23:33:17.500,Instituto Thomas Jefferson - Campus Valle Real • ITJ,1
2020-07-23 03:03:54.293,Instituto Thomas Jefferson - Campus Valle Real • ITJ,3
2020-03-04 02:09:15.388,Instituto Thomas Jefferson - Campus Valle Real • ITJ,1
2020-01-28 19:23:11.918,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2019-05-09 20:57:23.400,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2019-02-07 23:03:59.779,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2019-02-05 01:52:57.602,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2018-11-27 16:01:14.611,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2018-11-23 18:33:05.426,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2018-06-13 02:33:30.315,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2018-05-24 10:53:14.905,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2018-05-24 03:25:18.368,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2018-02-14 21:57:18.067,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2025-02-23 20:18:47.105,Colegio Finlandés Campus Zapopan,1
2024-08-19 05:33:21.581,Colegio Finlandés Campus Zapopan,1
2024-06-06 13:38:01.966,Colegio Finlandés Campus Zapopan,5
2024-04-21 23:13:40.849,Colegio Finlandés Campus Zapopan,5
2024-04-14 01:50:10.691,Colegio Finlandés Campus Zapopan,5
2024-02-29 19:30:18.924,Colegio Finlandés Campus Zapopan,1
2024-01-24 14:22:11.402,Colegio Finlandés Campus Zapopan,5
2024-01-10 21:36:19.679,Colegio Finlandés Campus Zapopan,1
2023-11-03 21:09:54.231,Colegio Finlandés Campus Zapopan,5
2023-10-05 22:54:36.320,Colegio Finlandés Campus Zapopan,5
2023-09-08 00:49:04.730,Colegio Finlandés Campus Zapopan,5
2023-08-31 19:47:54.158,Colegio Finlandés Campus Zapopan,5
2023-08-27 23:04:04.942,Colegio Finlandés Campus Zapopan,1
2023-06-09 22:01:58.679,Colegio Finlandés Campus Zapopan,1
2023-06-07 16:09:14.890,Colegio Finlandés Campus Zapopan,4
2023-05-17 14:59:15.762,Colegio Finlandés Campus Zapopan,5
2023-04-19 15:19:47.813,Colegio Finlandés Campus Zapopan,5
2023-03-30 21:07:04.643,Colegio Finlandés Campus Zapopan,3
2023-03-08 03:53:55.414,Colegio Finlandés Campus Zapopan,5
2023-02-27 01:51:06.049,Colegio Finlandés Campus Zapopan,4
2025-01-26 05:01:56.156,Colegio Franco Mexicano,5
2025-01-18 14:32:29.544,Colegio Franco Mexicano,1
2024-11-02 16:24:34.376,Colegio Franco Mexicano,5
2024-10-21 16:30:55.638,Colegio Franco Mexicano,5
2024-04-27 23:48:44.933,Colegio Franco Mexicano,5
2024-04-23 03:13:17.301,Colegio Franco Mexicano,5
2024-02-26 13:40:05.428,Colegio Franco Mexicano,5
2024-01-31 00:20:47.731,Colegio Franco Mexicano,5
2024-01-02 06:30:49.146,Colegio Franco Mexicano,3
2023-12-20 13:44:07.122,Colegio Franco Mexicano,5
2023-12-13 19:33:25.256,Colegio Franco Mexicano,1
2023-05-24 22:21:43.800,Colegio Franco Mexicano,1
2023-01-19 04:10:33.465,Colegio Franco Mexicano,5
2022-09-08 04:46:23.898,Colegio Franco Mexicano,1
2022-07-12 08:39:23.796,Colegio Franco Mexicano,4
2022-04-27 19:07:07.596,Colegio Franco Mexicano,1
2022-03-31 22:39:06.832,Colegio Franco Mexicano,5
2022-03-24 03:05:19.331,Colegio Franco Mexicano,5
2022-03-24 03:02:58.829,Colegio Franco Mexicano,5
2022-03-08 04:21:51.021,Colegio Franco Mexicano,5
2017-08-31 14:43:22.843,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2016-11-11 11:12:04.270,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2016-10-18 20:17:26.601,Instituto Thomas Jefferson - Campus Valle Real • ITJ,4
2016-10-11 02:28:05.633,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2016-01-14 01:05:29.573,Instituto Thomas Jefferson - Campus Valle Real • ITJ,4
2015-12-04 07:20:07.570,Instituto Thomas Jefferson - Campus Valle Real • ITJ,5
2014-11-21 14:50:29.361,Instituto Thomas Jefferson - Campus Valle Real • ITJ,1
2022-12-11 05:46:10.337,Colegio Finlandés Campus Zapopan,5
2022-11-17 23:14:26.215,Colegio Finlandés Campus Zapopan,5
2022-11-03 20:16:40.674,Colegio Finlandés Campus Zapopan,5
2022-09-09 21:43:28.100,Colegio Finlandés Campus Zapopan,5
2022-06-30 12:50:10.900,Colegio Finlandés Campus Zapopan,5
2022-06-29 19:07:27.041,Colegio Finlandés Campus Zapopan,5
2022-04-01 16:41:01.823,Colegio Finlandés Campus Zapopan,4
2022-03-30 17:19:35.528,Colegio Finlandés Campus Zapopan,5
2022-03-29 15:21:30.304,Colegio Finlandés Campus Zapopan,5
2022-03-09 01:51:11.706,Colegio Finlandés Campus Zapopan,5
2021-09-13 23:03:07.139,Colegio Finlandés Campus Zapopan,1
2021-08-24 01:00:36.784,Colegio Finlandés Campus Zapopan,3
2020-11-15 23:15:55.354,Colegio Finlandés Campus Zapopan,1
2019-08-13 04:46:40.308,Colegio Finlandés Campus Zapopan,5
2018-08-14 08:06:51.704,Colegio Finlandés Campus Zapopan,4
2018-05-12 13:51:19.733,Colegio Finlandés Campus Zapopan,5
2018-04-04 02:03:06.385,Colegio Finlandés Campus Zapopan,5
2018-03-12 23:30:12.344,Colegio Finlandés Campus Zapopan,1
2017-09-21 19:46:08.711,Colegio Finlandés Campus Zapopan,5
2017-06-23 18:03:21.566,Colegio Finlandés Campus Zapopan,5
2022-03-01 19:52:26.430,Colegio Franco Mexicano,5
2021-03-05 16:47:54.734,Colegio Franco Mexicano,1
2020-08-21 18:01:19.621,Colegio Franco Mexicano,5
2020-07-06 15:44:10.342,Colegio Franco Mexicano,5
2020-06-30 01:59:23.727,Colegio Franco Mexicano,5
2020-06-29 15:20:02.337,Colegio Franco Mexicano,1
2020-02-19 16:18:10.967,Colegio Franco Mexicano,5
2020-02-16 16:45:54.776,Colegio Franco Mexicano,4
2019-10-01 21:01:14.231,Colegio Franco Mexicano,1
2019-08-19 04:40:43.650,Colegio Franco Mexicano,3
2019-08-10 21:51:40.300,Colegio Franco Mexicano,1
2019-05-17 01:02:33.708,Colegio Franco Mexicano,1
2018-12-21 01:07:27.508,Colegio Franco Mexicano,5
2018-11-27 00:43:28.055,Colegio Franco Mexicano,5
2018-10-15 02:29:46.321,Colegio Franco Mexicano,5
2018-07-10 12:56:41.653,Colegio Franco Mexicano,5
2018-03-24 01:24:41.105,Colegio Franco Mexicano,3
2017-11-01 19:15:35.317,Colegio Franco Mexicano,5
2017-09-15 03:41:14.550,Colegio Franco Mexicano,5
2017-03-23 17:39:59.210,Colegio Franco Mexicano,5
2017-02-24 16:08:21.159,Colegio Franco Mexicano,5
2017-02-22 22:47:22.763,Colegio Franco Mexicano,5
2017-01-11 17:59:24.574,Colegio Franco Mexicano,5
2016-12-24 09:20:40.805,Colegio Franco Mexicano,5
2016-11-09 14:34:37.777,Colegio Franco Mexicano,5
2016-11-03 23:27:13.634,Colegio Franco Mexicano,5
2016-10-26 14:50:07.456,Colegio Franco Mexicano,5
2016-08-19 00:38:49.690,Colegio Franco Mexicano,5
2016-04-18 13:43:36.340,Colegio Franco Mexicano,1
2016-01-21 00:53:37.894,Colegio Franco Mexicano,4
2015-08-07 02:07:44.297,Colegio Franco Mexicano,5
2025-03-05 17:06:16.216,IT Campus Guadalajara,5
2025-03-04 18:30:03.657,IT Campus Guadalajara,5
2025-03-04 04:38:18.496,IT Campus Guadalajara,5
2025-02-25 14:23:47.240,IT Campus Guadalajara,5
2025-02-14 01:56:06.133,IT Campus Guadalajara,1
2025-01-06 16:37:24.831,IT Campus Guadalajara,1
2024-11-26 14:09:45.600,IT Campus Guadalajara,4
2024-10-18 14:13:38.110,IT Campus Guadalajara,2
2024-09-12 13:24:53.016,IT Campus Guadalajara,5
2024-08-08 17:08:29.964,IT Campus Guadalajara,5
2024-08-01 17:28:39.164,IT Campus Guadalajara,5
2024-07-30 20:45:54.074,IT Campus Guadalajara,1
2024-06-28 23:38:33.136,IT Campus Guadalajara,5
2024-06-28 23:35:09.957,IT Campus Guadalajara,5
2024-06-28 23:21:43.666,IT Campus Guadalajara,5
2024-06-28 23:21:17.615,IT Campus Guadalajara,5
2024-06-25 14:07:41.600,IT Campus Guadalajara,1
2024-06-18 23:47:39.612,IT Campus Guadalajara,1
2024-06-18 11:21:28.448,IT Campus Guadalajara,5
2024-05-29 21:34:48.194,IT Campus Guadalajara,5
2024-05-28 23:36:09.847,IT Campus Guadalajara,1
2024-05-25 22:18:22.790,IT Campus Guadalajara,1
2024-05-25 20:41:06.772,IT Campus Guadalajara,1
2024-05-25 20:35:01.894,IT Campus Guadalajara,1
2024-05-16 04:57:37.035,IT Campus Guadalajara,5
2024-04-23 19:32:42.416,IT Campus Guadalajara,5
2024-04-16 13:38:28.778,IT Campus Guadalajara,5
2024-04-14 04:00:05.798,IT Campus Guadalajara,5
2024-02-27 20:38:09.806,IT Campus Guadalajara,1
2024-01-27 15:35:59.356,IT Campus Guadalajara,5
2023-10-28 16:19:23.870,IT Campus Guadalajara,4
2023-10-19 19:03:34.791,IT Campus Guadalajara,5
2023-09-18 13:17:26.746,IT Campus Guadalajara,5
2023-08-08 04:31:12.287,IT Campus Guadalajara,5
2023-05-25 19:58:25.416,IT Campus Guadalajara,5
2023-04-18 21:11:06.402,IT Campus Guadalajara,5
2023-01-24 16:57:56.807,IT Campus Guadalajara,5
2023-01-24 16:57:22.244,IT Campus Guadalajara,5
2023-01-24 16:56:05.909,IT Campus Guadalajara,5
2023-01-17 20:32:17.426,IT Campus Guadalajara,4
2017-05-02 21:53:22.727,Colegio Finlandés Campus Zapopan,3
2017-02-28 15:49:31.660,Colegio Finlandés Campus Zapopan,5
2023-01-09 20:23:06.616,IT Campus Guadalajara,1
2022-09-26 23:26:21.564,IT Campus Guadalajara,4
2022-09-21 03:57:04.359,IT Campus Guadalajara,5
2022-06-10 18:59:23.773,IT Campus Guadalajara,5
2022-05-09 12:48:43.806,IT Campus Guadalajara,5
2022-03-31 21:09:26.765,IT Campus Guadalajara,1
2021-08-20 23:28:19.418,IT Campus Guadalajara,5
2021-07-03 02:14:34.207,IT Campus Guadalajara,5
2021-05-28 02:46:42.144,IT Campus Guadalajara,5
2020-08-20 03:00:50.549,IT Campus Guadalajara,5
2020-07-21 18:36:29.537,IT Campus Guadalajara,5
2020-03-17 20:33:27.975,IT Campus Guadalajara,5
2020-03-08 18:50:06.457,IT Campus Guadalajara,4
2020-02-29 15:13:18.856,IT Campus Guadalajara,5
2020-02-29 15:08:28.655,IT Campus Guadalajara,4
2020-02-18 05:35:44.433,IT Campus Guadalajara,5
2020-02-08 22:22:31.626,IT Campus Guadalajara,5
2019-09-27 03:30:45.089,IT Campus Guadalajara,5
2019-05-04 19:30:59.903,IT Campus Guadalajara,5
2019-04-02 14:40:32.893,IT Campus Guadalajara,5
2019-02-23 14:47:40.507,IT Campus Guadalajara,5
2019-01-08 14:44:14.960,IT Campus Guadalajara,5
2018-07-21 20:44:05.419,IT Campus Guadalajara,5
2018-05-16 20:51:34.437,IT Campus Guadalajara,5
2018-01-09 12:10:22.390,IT Campus Guadalajara,5
2017-11-30 06:54:59.294,IT Campus Guadalajara,5
2017-10-31 20:27:06.445,IT Campus Guadalajara,5
2017-08-24 11:08:15.143,IT Campus Guadalajara,5
2017-08-22 12:38:10.243,IT Campus Guadalajara,5
2017-05-19 01:46:21.613,IT Campus Guadalajara,5
2017-03-25 00:17:35.591,IT Campus Guadalajara,1
2017-03-22 15:06:59.163,IT Campus Guadalajara,5
2017-03-18 15:40:06.541,IT Campus Guadalajara,5
2017-03-01 05:28:04.040,IT Campus Guadalajara,5
2017-01-10 19:14:38.605,IT Campus Guadalajara,5
2016-11-09 00:33:43.006,IT Campus Guadalajara,5
2016-09-26 22:23:21.552,IT Campus Guadalajara,5
2016-09-25 12:58:56.357,IT Campus Guadalajara,5
2016-08-25 19:14:22.390,IT Campus Guadalajara,5
2016-06-07 12:16:19.713,IT Campus Guadalajara,5
2016-04-26 03:32:04.636,IT Campus Guadalajara,5
2015-11-24 19:28:33.023,IT Campus Guadalajara,5
2015-07-04 23:12:20.760,IT Campus Guadalajara,1
2015-07-04 14:12:17.883,IT Campus Guadalajara,4
